1 .5840
2 .9157
3 1.1851
4 1.5372
5 1.8257
6 2.0852
7 2.3158
8 2.6157
9 2.6546
10 2.6495
11 2.6536
12 2.7420
13 2.8053
14 2.9054
15 2.8711
16 2.7381
